title,revenue
Legend,674.653333086777
Hot Rod,357.51970555818747
The Conspirator,298.81668114312293
Lords of Dogtown,144.38460422690258
Abandon,29.374523213371397
The Hunger Games: Catching Fire,10237.647630205967
Home,1856.2727747209594
Dangerous Liaisons,264.5841683828617
On the Road,244.89309829052465
Scream 2,698.1341305971087
Footloose,119.60422868130185
Old School,509.2976175514773
The Fisher King,464.2392257882013
Win a Date with Tad Hamilton!,109.0550786521088
Piranha 3D,425.95863349432494
Beyond the Sea,85.62020053489265
Bad Boys II,2417.0922526464783
The Waterboy,379.9474791889745
Final Destination,637.8471637716783
Someone Like You...,212.65942955821748
The Crew,57.69774082478399
The Water Diviner,568.0613494030293
The Net,207.75786652069473
Harry Potter and the Prisoner of Azkaban,5687.916050996522
RoboCop 3,122.47039973677906
Megiddo: The Omega Code 2,101.93350820213386
Darling Lili,9.552686768441047
Dudley Do-Right,95.000612914444
Stone,73.53262929107048
Death at a Funeral,21.810177426227366
Freedom Writers,611.0468208785308
For Colored Girls,252.71418561981352
Swing Vote,226.5981253427127
The Beaver,118.25902460075184
Raiders of the Lost Ark,1917.229845870072
Home Alone 2: Lost in New York,374.0020840617931
Jaws 2,509.87844864660633
Beverly Hills Chihuahua,151.6302527881198
White Chicks,396.00082250591305
12 Years a Slave,2100.488680259194
Edward Scissorhands,703.7810599526657
Pirates of the Caribbean: The Curse of the Black Pearl,8789.85244641544
The French Connection,272.4506119278657
The French Connection,272.4506119278657
Return to Never Land,250.13398186486455
Selma,674.2348243646499
Premonition,343.4750800928921
Max,706.1855562072981
Spotlight,1738.9731456944064
Lakeview Terrace,280.01684365174106
How Stella Got Her Groove Back,128.17046971085705
Bill & Ted's Bogus Journey,334.5337312509603
Team America: World Police,323.53606824224426
Texas Chainsaw 3D,725.5657919288609
Milk,238.76702511147639
Wild Things,546.0914772476023
The World's End,910.644378767572
Daybreakers,1577.90977990526
Sherlock Holmes: A Game of Shadows,2569.218917581303
Clash of the Titans,1984.6618954829003
Pooh's Heffalump Movie,125.41214686157153
Capitalism: A Love Story,133.40469011974764
The Greatest Story Ever Told,56.548060581413154
Lockout,498.5714945109651
Envy,175.14721132312772
Ghost Town,332.39376057527045
Be Kind Rewind,203.44971089988252
We're No Angels,83.04473226681822
Connie and Carla,84.97503226827537
Doogal,20.135606956493195
Battle of the Year,168.11457612437977
Little Boy,568.9155095598028
Flash of Genius,115.49081609010405
The Cold Light of Day,209.54806260773063
"Synecdoche, New York",312.32028047945096
Princess Mononoke,1964.6673252360017
Equilibrium,834.235245914298
By the Sea,230.94784255690712
Steamboy,109.11143159554332
The Game of Their Lives,20.094801962417765
Mission: Impossible II,2137.4043316560865
Dylan Dog: Dead of Night,245.77372698283682
Robin Hood,678.8481386641072
Thir13en Ghosts,632.9519929563241
Back to the Future,2248.9150924871133
House on Haunted Hill,497.4268613278322
Just Married,192.57123799134806
The Book Thief,1100.0549634974625
Won't Back Down,109.07714784338128
Ghost Rider,882.9997862397969
The Amityville Horror,634.4358207428735
Adaptation.,567.2377557639578
Legally Blonde,355.68967646643495
Star Trek III: The Search for Spock,151.16957323007932
Charlie's Angels: Full Throttle,426.7426165621378
Diary of a Wimpy Kid: Rodrick Rules,323.8100724596222
Prom Night,232.6749647211258
Gosford Park,440.96512986642927
Blue Jasmine,550.7880915975089
United 93,667.9558393319784
Honey,159.7584166556117
Observe and Report,141.19006150021937
Stuart Little 2,295.2451036831717
Young Sherlock Holmes,176.22464191858887
Fame,109.77150103386755
Small Time Crooks,175.531205496783
Center Stage,80.88128715421189
Getaway,87.45067868235067
The Chronicles of Riddick,2216.874254562425
Dragonslayer,268.75817276943525
The Last Station,114.34303462038736
Megaforce,22.269111626030803
RoboCop,1825.3902346017878
Midnight Special,411.6265580671974
The White Ribbon,380.5508116707234
The Wraith,130.3178345889247
Day of the Dead,417.03328920726335
The Hobbit: The Desolation of Smaug,5913.654783415653
Day of the Dead,417.03328920726335
Madea Goes to Jail,208.64106824143192
Black Nativity,54.91184600379566
The Prince,651.2453909005368
The Others,1523.0185428047973
Aliens,1382.681549718055
Sideways,557.1284417288409
Good Boy!,49.108399832523205
Smokin' Aces,576.8221073254873
Knight and Day,2125.3973321121284
Oblivion,2315.5506403349855
My Girl,192.37650798500886
The Artist,1941.3126464218724
The Unborn,160.68798580953086
See Spot Run,105.52057294306358
Hot Fuzz,832.7028346469814
Radio Days,141.96257054254812
Philadelphia,1119.105764594
"Crouching Tiger, Hidden Dragon",518.5931214371551
The Yellow Handkerchief,36.62934704612084
The Woman in Black,1153.210372333662
Snitch,466.7048785711021
Where the Heart Is,430.5908021417826
Lawrence of Arabia,217.0684669091926
Drive,1550.0383130541525
Confessions of a Teenage Drama Queen,55.513730922720555
Because of Winn-Dixie,40.74880538741057
Love & Basketball,346.31980435537946
All About Steve,225.9631500741579
Fantastic Four,810.2188056236051
Keanu,457.87091798982823
The November Man,550.4954316247902
A Most Wanted Man,771.3349298057539
Highlander: Endgame,119.73909773944666
Idlewild,131.51360466670542
The Muse,91.56540809341197
Barney's Great Adventure,4.428476176202527
Tomorrow Never Dies,784.7459148580562
Peeples,210.3746921528747
The Rocker,129.1832491044906
Kiss Kiss Bang Bang,653.098469461151
Mulholland Drive,580.6804214356997
Metropolis,66.09768955526702
The Assassin,167.03512112167863
The Return,84.65087709783379
Centurion,236.0056305179019
The Son of No One,9.559628984041165
Unforgiven,1188.4721867547428
Slumdog Millionaire,1185.8847828537255
Fatal Attraction,244.56736893109579
Pretty Woman,700.0428694617782
Crocodile Dundee II,160.27027722837158
Cool Runnings,388.00026741726833
My Bloody Valentine,544.5672843826585
Superstar,59.59814480348123
Jonah: A VeggieTales Movie,54.06466285759621
Vampire in Brooklyn,144.9397933432322
My Boss's Daughter,35.35765506029827
Dead Man on Campus,105.00403958689657
Tea with Mussolini,58.511198876110036
Head Over Heels,90.96487133149444
Catch a Fire,106.09948412535208
The Smurfs,1161.7247092086363
Mr. Turner,229.753123493321
Amen.,93.64181529778965
Brokeback Mountain,909.6309146442588
Clueless,243.17067305693612
Seven Psychopaths,381.70858427902857
The Caveman's Valentine,24.87901186844761
Downfall,732.0152924041558
A Nightmare on Elm Street 4: The Dream Master,535.3932977365512
About Last Night,339.55856073999
The Smurfs 2,568.4501566795034
No Good Deed,682.1281843240678
Serial Mom,104.58921132521093
Light It Up,52.607744512337014
Ender's Game,2409.7975973584525
Live Free or Die Hard,1990.4446729570805
I Love You Phillip Morris,270.3016068325448
Lars and the Real Girl,369.7020094562463
Around the World in 80 Days,807.0732379322525
The Land Before Time,353.4904397090859
The Perfect Game,151.6856564207296
Act of Valor,710.4750486385925
Yentl,63.03184158993725
The Cat in the Hat,234.22843390817732
Katy Perry: Part of Me,124.66612299902611
Kingdom of Heaven,931.1757485444341
Crank,2102.9634120486235
Just Wright,176.69010270451557
Sorority Boys,62.75843664637827
About Time,1244.756324763138
House of Flying Daggers,480.70783685755174
Arbitrage,411.52010640021916
Cadillac Records,118.11843505786169
Screwed,25.414728829431287
Girl 6,33.567419765495366
The Martian,9041.568632646524
Welcome to Collinwood,87.78452504333276
Darling Companion,60.820948593305125
Trade,79.43068509494871
The Island,3372.3816512405006
5 Days of War,24.193150762079853
10 Days in a Madhouse,12.55376144884937
Snatch,1456.3681313794452
Gremlins,488.5685334896526
My Cousin Vinny,310.648714021611
History of the World: Part I,228.30804817450186
History of the World: Part I,228.30804817450186
Raising Cain,99.36659906349179
Minority Report,3342.7136190636875
Woman in Gold,867.9357722562856
Harry Potter and the Chamber of Secrets,5387.844485274393
The Molly Maguires,22.78398304368963
Darkness,275.2889091808391
2001: A Space Odyssey,780.1577190523865
In the Land of Women,223.71755732750012
Good Will Hunting,4534.387919799829
Saw III,511.2352255134039
She's All That,460.4774625803536
The Color of Money,217.74113610030335
The Mighty Ducks,98.43352599636614
Commando,429.82417911257113
Dogma,947.4065305306752
A Low Down Dirty Shame,156.5102476478257
The Outsiders,333.98110560474316
Skyline,335.26616246013725
Mo' Better Blues,83.84158528737386
The Long Riders,229.57898922344643
The Corruptor,134.5079225839825
Reno 911!: Miami,250.73285532036738
The Gift,851.6744848009317
Sleepover,157.67681197026428
The Straight Story,168.04288297503234
Django Unchained,6287.7518984859435
Gun Shy,66.78194204357531
The Iceman,173.6860860591382
World's Greatest Dad,57.45981768842778
Edmond,54.08839884266565
The Good Guy,16.209184941732406
Free Style,21.725002310269314
Strangerland,13.027483330385776
Blonde Ambition,5.757701641623222
Of Horses and Men,5.971965114543714
The Lost City,103.45609909984785
"It's a Mad, Mad, Mad, Mad World",372.650762049585
Melancholia,347.021615771167
Jab Tak Hai Jaan,115.89690580787483
Alien,1551.1678970327584
The Texas Chain Saw Massacre,301.6666945203253
Thunderball,299.23745042681526
Set It Off,288.6104404958107
Harold & Kumar Go to White Castle,447.27161245139246
Boiler Room,351.7081164148326
Black Christmas,106.67729633512624
Henry V,133.39647249037586
The Ultimate Gift,115.18773187856462
Gracie,26.30642713944251
Velvet Goldmine,86.22285622748169
The Wailing,362.5630054340376
The Legend of Suriyothai,14.875548358503638
All or Nothing,38.4515015027298
Undiscovered,17.464741140239347
The Lost Boys,879.9392580336325
Election,130.29349618043216
The DUFF,1398.4605324422016
Bright Star,128.83988632193285
Limbo,25.074916957992848
Quo Vadis,79.872755556144
Pulp Fiction,2169.5583362439634
Little Miss Sunshine,1000.8467407575379
Cloud Atlas,2596.192330113843
Stand by Me,616.7646683844207
You Got Served,31.504035433428342
Legend of the Guardians: The Owls of Ga'Hoole,920.9489100056326
New Nightmare,550.6812789600745
Half Baked,184.74957782272517
American Psycho,772.6510126944684
The Boondock Saints II: All Saints Day,522.217161605401
Easy A,1156.7092715048245
Anomalisa,250.06180340520743
Made in Dagenham,150.24809778011394
The Secret of Kells,326.3375726254162
Fido,202.3152670305355
Pathology,83.41461369236745
Dear Wendy,31.54788709216159
The Rocket: The Legend of Rocket Richard,30.562280267568585
Skyfall,2938.8179781830663
Hostel: Part II,370.64136894238624
Extract,212.21325210521792
Albert Nobbs,112.64401999434716
Son of the Mask,50.95343930297535
Live and Let Die,345.606118018768
Jumping the Broom,120.88548194508479
Capote,423.731857403033
Action Jackson,100.08432718567711
In the Heart of the Sea,1089.2411701510764
Flirting with Disaster,129.02124909988
Veer-Zaara,107.01408749968766
Redbelt,78.98773938846668
Factory Girl,61.500638625904124
March or Die,39.69174105453146
Somewhere,90.13156028356889
Hesher,153.50604746293448
The Spanish Prisoner,110.22729213691231
Wah-Wah,80.69632984905357
High School Musical 2,83.86689192115522
"Remember Me, My Love",23.285554402358486
The Andromeda Strain,229.45079286992413
Shame,286.8475362043319
Layer Cake,220.5389867806263
Mallrats,164.38018022656055
A Nightmare on Elm Street 5: The Dream Child,339.60505640541044
Duel in the Sun,44.79053123180788
Black Hawk Down,856.1024781678965
Mr. Nice Guy,222.33346570479426
Sliding Doors,363.942303282707
The Last King of Scotland,499.17057400452904
The Campaign,495.8290808309647
Pollock,167.4881357175925
College,51.132148031276785
The Virgin Suicides,255.62135988390807
Wish I Was Here,132.804812461309
Only the Strong,39.93057316142883
The Business of Strangers,19.826337659747516
The Wild Bunch,197.5666103084845
Sex and the City 2,168.5256295189413
The 5th Quarter,21.52142399181874
Snow Flower and the Secret Fan,54.28772944169776
"Surfer, Dude",21.75195889985229
The Road to El Dorado,589.5112747131471
Galaxina,12.862477531669798
Salvation Boulevard,18.435691278462674
The Elephant Man,534.2759393432029
The Lord of the Rings: The Return of the King,4212.0371156122965
Addicted,145.8167319048097
Seventh Son,1257.5533560561228
The Haunting of Molly Hartley,24.898012622536967
April Fool's Day,108.3414601361162
No Escape,915.7940006460778
Not Easily Broken,43.9687219559306
The Barbarian Invasions,205.80564764757557
Iron Man 3,8860.016291027423
Slums of Beverly Hills,58.61679086921109
Keeping Up with the Steins,30.392709543963182
Of Gods and Men,243.35371867635897
Bottle Shock,101.11276721349851
Kill the Messenger,152.13598012555093
Out of the Blue,10.739298315065923
Out of the Blue,7.933204252104033
Tucker and Dale vs Evil,482.4371253454171
"Lovely, Still",9.791622893211816
Desert Blue,11.416242711822605
Fascination,3.5817355029942792
The Alamo,314.1464898306997
Sling Blade,213.66816564374597
The Awakening,121.49204563000698
The Texas Chainsaw Massacre 2,110.20814312630463
Only God Forgives,175.9805415998638
Fast Times at Ridgemont High,257.56618783154073
Life During Wartime,46.43742035221039
Blackthorn,143.69124667167662
One Flew Over the Cuckoo's Nest,723.1873720892534
Sexy Beast,244.97211447393357
Toy Story 2,3799.9139689093263
Love and Death on Long Island,73.29407702290658
Porky's,605.6680319924253
Night of the Living Dead,266.8698604471603
Unstoppable,1069.5530172562787
Monster's Ball,312.0110530921663
Trapeze,60.19850578783579
The Great Escape,165.87313106901655
The Night Listener,150.85961321328148
You Kill Me,208.73180819034988
Mirrormask,149.17661782744514
Samsara,86.14605714511005
Shooting Fish,97.41209540755167
The Big Tease,21.21759056963917
The Last Time I Committed Suicide,14.636308032130492
Major Dundee,12.877105007200475
Airplane!,382.8385286703713
Menace II Society,196.406756288702
The Ballad of Cable Hogue,72.07661327862608
The Nun's Story,183.82102214915508
I Got the Hook Up,26.856246084816306
The Secret in Their Eyes,633.2371881543702
The Dead Girl,31.237632285200714
Bella,160.4299745000968
Rosemary's Baby,236.28903266488064
The Man Who Shot Liberty Valance,248.99941473011074
Animal House,562.1890224164524
Ben-Hur,305.2039567804092
Cat on a Hot Tin Roof,136.56268898325843
Air Bud,49.52016681719248
Dave Chappelle's Block Party,58.52100363317473
Valkyrie,975.5383755084385
Real Women Have Curves,16.096277782975775
Oldboy,363.3859589890169
Letters to God,86.10788595201494
Fish Tank,427.8236448334093
Point Blank,201.60515259021486
Central Station,248.24426635897927
The Black Stallion,170.92178993129946
Maurice,131.20447819372933
Singin' in the Rain,115.23121351594702
Escape from the Planet of the Apes,184.68420675274456
Jesus' Son,51.05274724437482
Saving Face,93.97972355806625
My Life Without Me,172.1193780780928
Religulous,117.89176095080781
Fuel,35.7017717319782
Valley of the Heart's Delight,10.787897279774558
8: The Mormon Proposition,5.758207421414597
Idiocracy,209.1301492971075
Show Boat,38.209887651462374
Fantasia,124.25640178816212
The Last Sin Eater,58.10987538673371
The Best Years of Our Lives,112.81781357223568
Sleeper,152.82712944051352
Boys Don't Cry,225.14917827725847
Silent House,95.22229631838441
Before Sunset,294.2187292322167
Thirteen,171.2137662232363
Me and You and Everyone We Know,113.76475607356848
Harsh Times,189.85571169788784
Captive,93.95091306601114
Full Frontal,61.77617686401631
"The Book of Mormon Movie, Volume 1: The Journey",7.096818372054198
Inside Deep Throat,42.20106369049526
K-19: The Widowmaker,267.88714157252525
The Virginity Hit,31.297513071810968
Saint John of Las Vegas,24.067760180176194
The Missing Person,12.14179062185179
Eden Lake,569.4740950583217
The Lady from Shanghai,35.446012876883394
Seabiscuit,665.0253636518734
Buried,612.080922912291
The Last Exorcism,267.6433074781381
Run Lola Run,354.14874766021524
Under the Same Moon,123.2539892727255
Conquest of the Planet of the Apes,157.73112526932366
I Spit on Your Grave,156.71957967838114
The Lunchbox,38.74770289989113
I Love Your Work,4.466676397119581
Mr. Smith Goes to Washington,326.2724302584319
Ocean's Eleven,2041.2198687717175
The Gatekeepers,20.44068528379094
Killing Zoe,29.674692929788684
Enchanted,911.3422545448725
Safe House,1506.027167864647
The Holy Girl,70.66999279021849
"Lock, Stock and Two Smoking Barrels",420.8819873627029
Journey from the Fall,8.90519988112155
Tower Heist,992.9261979972421
Monsoon Wedding,77.21128129056393
It's Complicated,522.5907981762932
Rocky,561.0883715052793
Unfriended,687.2759727108682
God's Not Dead 2,99.97473598331793
The Amazing Spider-Man 2,5705.419965707652
Enemy at the Gates,518.9622442893135
The Skeleton Twins,159.36420601909657
Martha Marcy May Marlene,269.6696821538736
Dream with the Fishes,33.53629281904586
Ajami,24.0409018732945
The Battle of Shaker Heights,43.11449425947951
Taxi to the Dark Side,26.23959167665963
The House of the Devil,50.07779605236485
The Jimmy Show,15.628233256740467
Charly,33.463023714960016
"4 Months, 3 Weeks and 2 Days",217.37377759713635
Fruitvale Station,353.48177751867945
The Brass Teapot,39.544659554286994
Latter Days,58.77358264712426
"For a Good Time, Call...",104.68492771510034
Celeste & Jesse Forever,135.243238007378
Time Changer,11.1666360291366
Kevin Hart: Laugh at My Pain,137.04032390002567
Donkey Punch,7.872511144225814
Nutty Professor II: The Klumps,288.9063279186963
L.I.E.,53.0322999592012
Scooby-Doo,414.3468516983781
Open Water,193.83773636516324
Osama,22.297612102153806
Click,720.2237235307213
Never Again,17.567142961697108
Lonesome Jim,48.97594634794206
The Slaughter Rule,14.93704563998139
Jumper,1693.8695701226459
Bloody Sunday,42.82146172571793
Paranormal Activity,316.2462074892098
Tarnation,72.26123915483392
Maniac,107.34799051225139
American Ninja 2: The Confrontation,49.05913287417713
Bruce Almighty,910.0555683670144
It Happened One Night,81.11112681805996
Tupac: Resurrection,54.86333783500891
The Expendables,2513.7429545168816
Death Race 2000,148.02126291679735
Mission: Impossible,3130.464191390563
Locker 13,26.822160464711484
Better Luck Tomorrow,33.77809983044177
Chuck & Buck,19.55128407999654
Shotgun Stories,65.91446054268799
Batman Returns,761.8587996203622
A Fistful of Dollars,178.5779171049359
She's Gotta Have It,59.62008568997964
RED 2,1267.7252856926991
Happy Christmas,19.15148380523902
Grown Ups 2,501.89285733747386
Tiny Furniture,75.10592076436318
George Washington,49.97948714107577
Clerks,247.15903503124844
Funny Ha Ha,21.53825079013983
Pink Flamingos,36.83217280791201
Clean,25.441556117855257
My Date with Drew,23.334480056621796
Road to Perdition,1915.3359417765423
Cold Mountain,767.6332601795086
The Pink Panther,370.89036076729315
The Day the Earth Stood Still,690.353841785758
Terminator Salvation,2505.3928220063335
Mighty Joe Young,402.54750499326764
Spider-Man 3,3085.1329047084996
Mars Attacks!,520.1996641528013
Red Planet,338.0479082892287
A Sound of Thunder,310.6145248550921
The Lion King,1716.7160937031424
Jack and Jill,267.3798073189477
The Little Prince,1746.4214559277607
The Adventures of Rocky & Bullwinkle,103.58881726032187
The League of Extraordinary Gentlemen,2101.3540285414088
Independence Day,2826.4692322744827
Madagascar,985.1034070271752
Hairspray,357.8801840451158
Grown Ups,490.58680054524365
Charlie Wilson's War,308.14710564990406
The Great Gatsby,1701.8157104889597
Hollywood Homicide,346.47712060411925
Prince of Persia: The Sands of Time,1979.6772301046663
Monkeybone,236.20382288729624
Minions,2174.447547162148
Sucker Punch,1114.9111772810386
Talladega Nights: The Ballad of Ricky Bobby,902.4978875772928
Jarhead,507.72744279383966
Wall Street: Money Never Sleeps,328.3097496038267
The Siege,823.0485352230049
Brave,2130.4844304558314
Doom,756.9447077560823
Rollerball,121.35918396666708
Star Trek Beyond,3040.470414445549
Osmosis Jones,351.1459465810246
The Sum of All Fears,645.3308025844924
The Insider,941.9992943906765
Entrapment,937.0713458563586
What Women Want,1541.9382526068678
Step Brothers,1122.9267073704445
The Mask of Zorro,809.8304792795886
The Kid,565.0481071831091
The Legend of Tarzan,668.9870713872523
Death Race,1577.6200734993654
Zathura: A Space Adventure,815.6649556166462
We Are Marshall,251.75168389026396
Lucky Numbers,93.66382751107146
"I, Frankenstein",1134.4270369042276
Sin City: A Dame to Kill For,1983.821649739023
Wyatt Earp,267.56699676710946
The American President,225.41543833584194
Wild Hogs,377.8642746145034
The Bourne Identity,3837.699293688679
Couples Retreat,288.7086084898883
RED,814.0761868229835
Jack Reacher,1536.4548964967967
Jack Reacher,1536.4548964967967
Coraline,1698.4423068655528
Starsky & Hutch,898.8542147833775
Wild Wild West,378.37878935923214
Jack Ryan: Shadow Recruit,441.91043396319117
Joy,1395.092587297239
The Mummy: Tomb of the Dragon Emperor,368.9434350422559
State of Play,463.9544394365658
Analyze That,268.83807609622625
Righteous Kill,265.5456122334367
The Legend of Bagger Vance,411.19235680869457
Almost Famous,792.7011727871336
Event Horizon,906.1970441543588
Dragonfly,480.4479371905866
Inkheart,718.2767951460016
Beyond Borders,395.145460534452
American Sniper,2785.8176965359658
Just Like Heaven,1325.3642134176728
G.I. Joe: The Rise of Cobra,1088.761494751746
Leatherheads,184.91332075567914
Did You Hear About the Morgans?,198.0852019738075
The Devil's Advocate,988.7580353878477
DragonHeart,924.2600476211395
After the Sunset,361.47337457195425
Ghost Rider: Spirit of Vengeance,742.3876536090152
The Jungle Book,2699.544296054749
Superman,1462.4563537947383
Casper,564.042396776998
The Jungle Book,2699.544296054749
Flightplan,288.3613770149321
Disclosure,177.32542458508115
Semi-Pro,145.5725687726582
Maleficent,3287.733475148853
Gods and Generals,188.68137590006748
Burlesque,357.57599031935246
A Very Long Engagement,252.38807763449523
Lolita,158.1661907451471
Blade II,3054.7245596972725
Dawn of the Planet of the Apes,9341.26264183482
Superman II,1407.914606839919
Anastasia,602.1549998809396
Harry Potter and the Half-Blood Prince,3624.450458647689
The Break-Up,262.12786626531283
47 Ronin,1327.3823044464907
Barnyard,201.96319626353954
The Adjustment Bureau,1959.614887911242
22 Jump Street,2713.262428769811
Garfield,432.8536040960037
Curious George,750.2812422177994
I Am Number Four,1465.5768595497505
The Replacements,233.66473895682506
The Polar Express,1821.0746615172136
The Beach,594.4441811040014
