title,revenue
Cape Fear,116343206.21358688
Trainwreck,90292868.22564742
Species,53858903.036572866
Radio,17415521.280166782
Saving Mr. Banks,148267724.2939801
Old Dogs,52624997.334394045
The Benchwarmers,36144877.878859855
Mission: Impossible - Rogue Nation,352518505.66165984
The Bad News Bears,92422839.92307362
House of Wax,60079048.572303675
J. Edgar,58032250.63135258
Predator 2,106377486.55750823
Flash Gordon,124262809.01795937
Hoffa,16158812.856993066
Concussion,64112962.74569151
Abduction,138712771.75453255
Wonder Boys,11922646.803080559
The Four Feathers,31469256.57552416
The Shipping News,10049711.242573604
Mission: Impossible III,400125356.5344758
Knock Off,11372198.555157796
Sabotage,28826399.12916081
Smilla's Sense of Snow,2235542.8835063665
Bandidas,40973684.43745852
The Maze Runner,376917706.47279125
The Age of Innocence,45202365.28938476
Stolen,20301565.46064376
Playing for Keeps,36518857.011173576
Reds,58131499.91720504
Exit Wounds,12729296.235899637
Big Momma's House,120989926.38006677
Step Up Revolution,67560818.28425173
Pushing Tin,18052437.54416501
Wanderlust,27609369.428358644
Pan,161433312.702654
Scrooged,136844789.71170563
This Is the End,125023857.1442581
Stigmata,24424136.874701258
Men of Honor,57490139.66444265
Alive,58255351.402880594
A History of Violence,45945704.25842193
Transporter 2,130356373.55460167
Dragon Wars: D-War,9058971.99475995
The Good German,5613999.140118035
Troy,406617143.9135588
Criminal,17360103.379144352
Frequency,53609916.1880701
Big Daddy,201415654.78906834
Extraordinary Measures,7826131.744024079
District 9,142127583.42004615
Million Dollar Baby,359943779.8759714
27 Dresses,156196193.23029575
Rugrats in Paris: The Movie,24005329.84218851
Bride Wars,95192689.88161777
Midnight in Paris,145995238.79148185
The Curse of the Were-Rabbit,62406333.272979766
Glory Road,12586234.277922697
Southpaw,83846909.4702681
The Cabin in the Woods,81533665.04092753
Midnight Run,44467290.51736921
Little Shop of Horrors,112352440.24764973
Side Effects,57123842.67017051
Winnie the Pooh,19708418.16378128
Bulworth,7778984.4024221245
Rise of the Guardians,263629055.25980765
Love & Other Drugs,91668971.09011859
Pride and Glory,17377376.19537788
Chasing Liberty,22997758.86840844
Barney's Version,2296897.6853266493
Exodus: Gods and Kings,379033335.7910867
Antitrust,26328893.548103493
The Merchant of Venice,11155120.496002
The Promise,2517080.955823794
1911,2134520.8349988414
Sausage Party,128065664.33110456
The Borrowers,52979551.35938131
Confessions of a Dangerous Mind,27494915.44632724
Mumford,2443696.634254765
The Jacket,18624233.32883824
Dawn of the Dead,66007416.53817519
The Wedding Planner,107998733.86828299
Identity,64089521.61400183
Timecop,34097077.95959151
Zoolander,292432280.13646215
Hocus Pocus,200630037.8461271
Blade Runner,523524923.12554157
Watchmen,224978348.23014212
Just My Luck,78922419.82912266
Notes on a Scandal,5218179.560531016
Divine Secrets of the Ya-Ya Sisterhood,13098127.053595793
Hulk,383757443.66161424
The Newton Boys,10622062.625215221
Paul Blart: Mall Cop,102241478.99302612
Kindergarten Cop,304614385.8166435
Legion,36338705.809585445
Clockstoppers,16712509.12593847
Blood and Wine,3894414.6620775308
The Constant Gardener,32512880.989434917
Rain Man,335325663.4787813
Master and Commander: The Far Side of the World,200588724.91506025
The Help,185115683.7436296
The Fifth Estate,26336192.42449111
No Country for Old Men,166730815.39246118
Romeo Must Die,35171704.356472686
The Omen,101256832.16632959
Final Destination 3,57822077.147509634
The Incredible Hulk,513410141.20876586
Agent Cody Banks,121104050.38824166
Scarface,706935381.9575306
Nothing to Lose,22093827.20755676
Million Dollar Arm,20688435.586068787
What a Girl Wants,120682160.16175738
Mr. Bean's Holiday,61711167.49176358
Anacondas: The Hunt for the Blood Orchid,43797828.188071325
August Rush,101308305.69446324
Turbo,215092627.0661754
Tora! Tora! Tora!,136012878.0691331
Spice World,38697963.28678153
Crocodile Dundee in Los Angeles,38420104.08218269
Kingpin,63939409.98101819
August: Osage County,23032797.169846777
A Lot Like Love,47177810.20589163
Eddie the Eagle,37082222.22910926
Eddie the Eagle,37082222.22910926
Don Juan DeMarco,53003203.409459844
The Losers,46974354.51496385
The Adventures of Pinocchio,16607911.020733558
Hot Rod,36930881.364245676
The 33,44124251.34277804
The Hunger Games: Catching Fire,645789540.3868252
Me and Orson Welles,4699287.150723079
On the Road,24998936.02425164
Rocky Balboa,144891557.73114902
Home,136467364.11832708
Zack and Miri Make a Porno,58020117.23374212
The Men Who Stare at Goats,52809536.36227015
Puss in Boots,76593206.90908468
Her,133694841.84842347
Anywhere But Here,17471782.51773567
The Longshots,1684770.9942753124
Salt,234029140.082658
Bodyguards and Assassins,2255762.593873788
There's Something About Mary,224961080.24971154
The Rookie,22255190.719094764
The Hundred-Foot Journey,36849652.93406829
Underworld,245859872.5467743
Derailed,25443295.446671713
Shadowlands,6469619.071314879
Diary of a Wimpy Kid: Dog Days,37076816.320865266
Mad Money,16944560.268818997
Before I Go to Sleep,12177468.63520366
Stone,15146216.984461172
Firefox,124346141.55718498
Hardball,20821657.936078567
The Transporter,250010958.15891293
Swing Vote,10773851.823433412
Moonlight Mile,8120926.6772340955
Night at the Museum: Secret of the Tomb,302924585.0610356
Raiders of the Lost Ark,1877102626.0170472
Close Encounters of the Third Kind,589702072.9921174
The Silence of the Lambs,477882921.997198
Holes,103129277.49228649
Madea's Witness Protection,5365774.009492669
Date Movie,63895245.52016409
The Tigger Movie,23303528.12460906
Spotlight,103326193.77406879
Man of the Year,25462164.20666969
Babel,90102234.00974494
Doubt,45066209.23053438
Ghost Ship,53330663.00026295
The Debt,14093686.745211236
One Missed Call,21416823.27718737
Sherlock Holmes: A Game of Shadows,510872370.77364826
The Covenant,40920302.19901074
Reign Over Me,18876256.306890953
From Dusk Till Dawn,120924526.04946129
The Country Bears,7516153.14685144
The Kite Runner,47438024.35117932
A Guy Thing,17414988.597967397
The Greatest Story Ever Told,72154357.87149523
Armored,23407668.577165727
The Man Who Knew Too Little,22096506.005058944
What's Your Number?,52796740.38564909
Total Recall,215642903.38338122
One Night with the King,1865958.3673290699
Undisputed,8587031.612689508
12 Rounds,26759962.255402494
Be Kind Rewind,49749717.28735617
Death Sentence,18924179.53173186
Machete Kills,44990666.306402266
Topsy-Turvy,7011894.2620357135
Alone in the Dark,18845001.88920871
How the Grinch Stole Christmas,549660054.830318
A Most Violent Year,28036507.36646667
Flash of Genius,7533428.474037308
I'm Not There.,15481840.524701653
The Cold Light of Day,34758189.39446245
The Brothers Bloom,28994214.41807637
Marci X,2350799.057821345
Dylan Dog: Dead of Night,13591101.854196792
The Frozen Ground,20943557.316637456
Sea of Love,22072682.93950965
The Devil's Double,4583292.168757503
Life of Pi,545450747.7933526
Leap Year,44975649.513883784
The Nutcracker,1912082.3696942914
Indignation,2250234.2160496246
The Invention of Lying,67479544.51339148
The Mask,731563592.072367
Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,109925013.97778906
Star Trek III: The Search for Spock,157124747.1205264
Deuce Bigalow: Male Gigolo,44407169.02573122
Left Behind,75023943.69537874
Bad Santa,53560190.02303449
Under the Tuscan Sun,30937060.52603941
The Fog,58733352.50956783
Conan the Destroyer,198984446.43525526
Love the Coopers,19839115.001987927
The Chronicles of Riddick,299185546.34756374
Renaissance,1407582.722882656
Superbad,165310271.5581956
Madea Goes to Jail,4891388.925456106
Step Up 2: The Streets,77585055.5760868
The Prince,14461031.85927909
The Others,177370308.79402503
I Know What You Did Last Summer,90413626.71227244
Halloween,156267708.5251883
Halloween,156267708.5251883
Good Boy!,7036797.277119907
A Night at the Roxbury,51696831.26708868
Beastly,68831998.10633273
Lottery Ticket,6823931.849244147
ATL,5053753.659053737
How She Move,1559248.3951128253
Star Wars: Episode III - Revenge of the Sith,533854179.7476269
The Illusionist,198597608.42110008
Star Wars: Episode II - Attack of the Clones,700867345.0862291
"Monsters, Inc.",1144880563.031678
Moonrise Kingdom,134265466.9300657
The Wolverine,466291468.1095386
Joe Dirt,60171075.18631334
Vicky Cristina Barcelona,112006227.359468
Jennifer's Body,67544416.17830737
Radio Days,19832211.13405252
Philadelphia,250350026.36666146
The Croods,340245405.2375581
Highlander,117936300.00631043
Trance,16922616.3149203
Vamps,11473857.901465245
The Homesman,12248920.228504062
The Huntsman: Winter's War,155119602.55977625
The King's Speech,69837889.63013169
The Yellow Handkerchief,3644744.5466574947
The Color Purple,157975545.71314058
Tidal Wave,1220408.9910550595
Beetlejuice,344584172.9789896
Big Fat Liar,65391987.94889849
The Lizzie McGuire Movie,117122452.75324884
Gravity,319181095.9070738
End of Watch,44986474.937654145
The Skulls,29737929.42534256
Malibu's Most Wanted,15095433.251321321
Dante's Peak,135168805.86038065
The Last House on the Left,22635083.263976667
When the Game Stands Tall,18404477.044919886
Boogie Nights,96191194.7881312
The Place Beyond the Pines,82655375.20058626
The November Man,28688672.68094085
Knockaround Guys,7725720.647132304
Barney's Great Adventure,4100460.199916843
The Big Lebowski,236192055.7164983
A Mighty Heart,3213216.262510134
Hoot,12118467.495077737
The In Crowd,3386822.2683157567
Felicia's Journey,1911410.6223424613
Sarah's Key,7704183.268064572
Urban Legend,32674423.591961566
The Iron Lady,29891522.458854195
King Kong,878787571.7976673
Thinner,13756038.61620616
Bobby,9530628.886030298
Head Over Heels,14360024.444670396
A Walk on the Moon,1858096.4886057302
Easy Virtue,5164552.0252239965
Amen.,2367197.843254785
Flipped,28878356.09183777
Clueless,196356040.34075767
Crazy/Beautiful,18870169.517676655
Faithful,626259.2504361962
Excessive Force,1899415.624038727
Live Free or Die Hard,382844544.2662519
The Call,46746332.33487068
Quest for Fire,31524281.24218275
Sorority Row,11244713.314805135
Oscar and Lucinda,3363445.450148134
The Exorcist,877772802.0111226
Around the World in 80 Days,162871412.48684722
Barbershop,24118978.607643105
Ali,54192405.76803908
Act of Valor,24676767.129749373
Beavis and Butt-Head Do America,36625474.39919893
One Hour Photo,33410485.51567024
Johnson Family Vacation,6519524.556484513
Nebraska,27794312.44452748
Tales from the Crypt: Demon Knight,6313307.845066012
Max Keeble's Big Move,10500379.698084105
Young Adult,25876832.43754516
Stuart Little,394095100.274957
Das Boot,190545515.81688663
Arbitrage,16027850.325224636
Girl 6,1430634.5867439264
Charlie Bartlett,7883112.912789957
2046,4991656.085421765
Critical Care,1173470.3330894597
The Life Before Her Eyes,4890817.488946852
"A Woman, a Gun and a Noodle Shop",558430.4372622131
"A Woman, a Gun and a Noodle Shop",558430.4372622131
Dirty Grandpa,82088845.76804213
High School Musical 3: Senior Year,194380002.90237758
Raising Cain,8517056.86648154
Brooklyn,42849029.787260294
Jindabyne,895561.681351711
The Last Days on Mars,5434625.0162994275
September Dawn,819381.0537932598
Saw III,92925976.6939046
Madea's Family Reunion,11244643.9623468
Bill & Ted's Excellent Adventure,115858707.53432158
Oliver!,71463974.90009777
The Best Exotic Marigold Hotel,49221094.233918846
A Low Down Dirty Shame,4431367.508941326
The Dead Zone,28894384.868590284
Sparkle,4506635.979519065
A Prairie Home Companion,11944766.673231175
Sugar Hill,2106893.685637589
Tremors,177664850.6823267
The Corruptor,5290125.465459644
Mud,98611488.21410598
One Direction: This Is Us,10413003.210462186
Sleepover,16543942.598143985
Little Fockers,186861162.9540233
Dirty Pretty Things,3467508.493093508
Movie 43,66122005.68829779
American History X,161183650.79994684
The Other Guys,205272377.3251416
Eraser,95508243.50215465
Bucky Larson: Born to Be a Star,4835086.826276976
The Iceman,16420215.007202033
Killer Joe,19409125.62929977
The Brown Bunny,4234839.700282033
The Expendables 2,202239974.7028393
Blood Done Sign My Name,296228.08979808015
Motherhood,6556777.6352536185
National Treasure,904001299.8240198
Of Horses and Men,388809.23141265457
Adventureland,48942152.37022964
Amour,15519988.702774787
Where the Wild Things Are,105899327.46205622
"It's a Mad, Mad, Mad, Mad World",226125888.38290545
Volver,11254147.586612409
The Texas Chain Saw Massacre,156224589.62025473
Harold & Kumar Go to White Castle,55670631.02583659
The Contender,5521150.975270792
Breakin' All the Rules,3015468.529691664
PCU,8747234.816233518
The Ultimate Gift,9314554.678420799
Velvet Goldmine,6194222.547637062
Princess Kaiulani,1615216.2238876729
Opal Dream,368257.52936850814
The Rose,10876017.871225847
Baggage Claim,9040713.64562929
Election,16957416.32146714
Batman Forever,635859765.6295735
My Name Is Khan,19826161.893251747
Limbo,819597.172557395
Quo Vadis,160337358.19065812
Repo! The Genetic Opera,4749625.535878531
Pulp Fiction,1253696656.7779121
Little Miss Sunshine,97069222.75760849
Escape from Alcatraz,242289958.57203573
Brown Sugar,2595184.4405300207
The Boondock Saints II: All Saints Day,23224145.023418825
Enough Said,29515971.644544818
Easy A,250954747.786635
Held Up,3008784.2735740114
Woman on Top,5179400.97762964
Howards End,10915796.991355384
Anomalisa,17033886.380297303
8 Women,7019541.750275599
Showdown in Little Tokyo,14119192.919214923
It's Kind of a Funny Story,42498383.26831508
The Land Girls,126004.71504981881
Fido,2118893.025301647
My Lucky Star,458900.4894294662
Skyfall,1169238106.0266256
Land of the Lost,57357110.4873193
The Blood of Heroes,2461186.1460701507
Soul Food,2159232.554580385
Narc,8428531.924511481
Albert Nobbs,3322675.1826664833
Harry Brown,6993412.432992349
The Godfather,2652825891.5200634
Flashdance,90942096.08762856
Devil's Due,11727054.867850095
The Devil's Rejects,18194454.44489895
House of 1000 Corpses,20186328.291547604
Bride & Prejudice,16830898.125636052
Rabbit-Proof Fence,3217814.2711520162
Factory Girl,3506126.058579939
The Peanuts Movie,64987884.470818244
Aimee & Jaguar,1003157.7154217261
Shade,4894708.631042036
House at the End of the Street,56747763.98680311
Incendies,10848698.704787923
Bran Nue Dae,373445.6267500808
Bats,7476189.139785415
The Terminator,661304183.8500226
The Return of the Living Dead,21332041.263346076
Butch Cassidy and the Sundance Kid,278313191.9222011
Best in Show,16142405.330177538
School Daze,5496700.12953431
Mystic Pizza,19264612.46721679
Pollock,5826299.981724334
The Virgin Suicides,60701764.78272972
Little Voice,1989908.7132436803
Simply Irresistible,10697597.316672219
Shattered Glass,17144614.056689497
Snow Flower and the Secret Fan,1250623.1476488316
"Surfer, Dude",2219589.770473159
Winter in Wartime,1775642.2665494473
The Sting,435773110.59699696
Don Jon,98650429.37052222
Ghost World,35015143.877347514
The Chorus,27718533.386626624
Wonderland,5489673.240850489
Irreversible,12523888.016557334
Jackass: The Movie,33179115.226095974
Paranormal Activity 3,34429261.54228277
A Nightmare on Elm Street 3: Dream Warriors,43645589.09739048
Instructions Not Included,7164101.13766675
Freddy's Dead: The Final Nightmare,54250099.15895343
"20,000 Leagues Under the Sea",324338954.3343286
The Elephant Man,231082402.9401878
Billy Elliot,29507767.73247821
The Man from Snowy River,12418090.788102016
Our Idiot Brother,21766244.964436393
The Players Club,1318350.1456463067
Still Alice,69550004.1741275
Spring Breakers,88403607.66456462
Lone Star,9130039.73105423
Halloween 4: The Return of Michael Myers,35317557.342586264
Lone Wolf McQuade,32431740.33904686
Digimon: The Movie,13299372.354875624
Saved!,11637163.590899924
Of Gods and Men,4644509.488643287
Light Sleeper,2287860.0441760635
Rabbit Hole,12967686.646347947
Party Monster,2703470.5031523937
I Served the King of England,689851.892579955
Soul Kitchen,2511016.5494412705
Hostel,61145588.05157349
Driving Lessons,1617330.0878145343
The Incredibles,1432715122.575985
Pat Garrett & Billy the Kid,21635478.700944997
Fast Times at Ridgemont High,70048288.94333442
Moby Dick,109281318.84036459
Bound,20173296.332270555
Tango,463691.3507708227
Percy Jackson & the Olympians: The Lightning Thief,468647676.79159933
Life During Wartime,1067586.752592401
Men in Black,1612099398.0986168
The Sweeney,2592071.381013772
Sexy Beast,5646266.964758845
Unstoppable,135288117.063833
Annie Hall,445483510.8068166
The Night Listener,2001625.0522928922
The Jerky Boys,1450709.176418977
The Rules of Attraction,11282370.779847603
Four Rooms,75322322.91366963
The Art of Getting By,31477773.936080944
Shooting Fish,1431402.3866106644
The Last Time I Committed Suicide,347490.9809965877
Another Happy Day,2326541.2944786926
Charlie's Angels,373885257.46522874
Network,124589886.4455574
Defendor,9236064.35002646
Midnight Cowboy,109329274.66655485
The Full Monty,18153876.07649614
Menace II Society,14822923.85882552
Creepshow 2,20254604.85675673
I Got the Hook Up,1028215.0353089183
The Girl with the Dragon Tattoo,161377547.4980517
Evil Dead II,31292252.26374904
Pootie Tang,9514910.228958845
High Anxiety,52585120.9625224
Margin Call,24764159.259958263
The Class,9770817.85335386
Rosemary's Baby,438308690.26196605
Animal House,139169465.75508413
It's a Wonderful Life,5180653709.443532
Ben-Hur,118129929.17751777
The Original Kings of Comedy,1700556.4138753484
Martin Lawrence Live: Runteldat,237857.228639746
Air Bud,52139782.1824977
Alvin and the Chipmunks: The Road Chip,86713667.40576142
Teen Wolf Too,32481524.140288733
Tusk,23328870.662829764
The Haunted Mansion,134426856.3306285
Contact,226747919.69406238
Pocketful of Miracles,23306639.231273245
Some Like It Hot,551862077.2811093
Friday the 13th: The Final Chapter,51705322.70118006
Percy Jackson: Sea of Monsters,320005974.4190723
Halloween III: Season of the Witch,61250189.67782558
Escape from the Planet of the Apes,123864983.77490565
Lara Croft Tomb Raider: The Cradle of Life,348930621.7486186
Brick Lane,654414.9005008183
My Life Without Me,2059422.0523575125
Idiocracy,39997671.377981186
This Is England,4541604.195970326
Mission to Mars,70091182.22087088
Elling,1502681.7329833088
Bicentennial Man,177421055.06227666
Smoke Signals,3451591.5622225436
Winter's Bone,25777384.867028166
Harsh Times,14439440.539690329
Witchboard,10528588.552905666
House of D,2942426.0027242103
Six-String Samurai,5091108.41446473
Conan the Barbarian,220038819.4923617
The Last Five Years,15411651.505496122
Sherrybaby,1495197.8894131572
Bananas,62318683.63189088
The Lady from Shanghai,88570950.08299485
Submarine,15438552.316346144
Brotherly Love,231330.33945305794
Run Lola Run,16572866.98102747
Under the Same Moon,1616365.9105438152
In the Bedroom,5995586.666003819
N-Secure,180863.71970580332
Spellbound,271666723.0092277
Buffalo '66,13861281.093428262
Repo Man,11910772.683520107
The Three Musketeers,141648663.72445276
Trucker,370764.68895791454
Transformers: Age of Extinction,489648501.86336833
Safe House,70046859.76726082
Shalako,17116973.206337202
Incident at Loch Ness,1410556.6825618865
Super Troopers,29762222.01419339
The Second Mother,2175752.2973991144
Blue Like Jazz,2759639.9995354745
Ocean's Thirteen,278795629.0009479
Open Season,165982740.02071252
God's Not Dead 2,5458305.672280552
An Inconvenient Truth,22789028.184772294
"Food, Inc.",15013467.78652549
The Amazing Spider-Man 2,413257005.54060626
The Skeleton Twins,10143743.874387147
Wristcutters: A Love Story,4306171.607043571
Safe Men,1403662.7644777002
In Her Line of Fire,1143992.14474926
On the Waterfront,191569884.83224705
L!fe Happens,4481483.509349278
Hard Candy,39292553.547751546
Fruitvale Station,11304428.413036326
Latter Days,4313163.888219917
A Separation,16046787.494554153
Welcome to the Dollhouse,6060576.499304756
Pandora's Box,48122040.5274562
Deterrence,622101.7354244823
Scott Pilgrim vs. the World,226406514.71667668
Kevin Hart: Laugh at My Pain,1274355.8139510364
The Core,125983648.23938079
The Innkeepers,13523095.874159882
Hoop Dreams,14931332.590737768
Nutty Professor II: The Klumps,99882888.39565614
Escape from Tomorrow,2938915.0174596743
Hurricane Streets,419148.68689558085
Creepshow,64280801.38439779
Good Kill,9022802.130734222
Metropolitan,6279126.177546089
Blue Ruin,13038721.923655275
The Beyond,7979433.804199682
The Broadway Melody,114834318.27211806
Murderball,1042414.82632581
Dogtooth,6857631.237502567
Tupac: Resurrection,1328546.433866719
Tumbleweeds,1454918.3738343858
When the Cat's Away,832271.5911304271
Compliance,8552491.43064156
The Hangover Part II,272048743.1940891
The Canyons,6263247.631302421
Burn,158311.5668861082
Lilo & Stitch,205909189.9331568
The Gallows,16009922.53752355
Four Christmases,55415899.53798275
Pink Flamingos,28908125.258742355
Bedtime Stories,226857745.0147147
Toy Story 3,508160024.6745776
The Pink Panther,151356370.04226238
The Day the Earth Stood Still,153189029.00525934
Mighty Joe Young,96974557.01929247
Spider-Man 3,1102600035.5728636
Little Nicky,114687398.72687773
Mars Attacks!,389053098.3077612
The Edge,47147106.52316616
Thirteen Days,48176229.39470044
Battlefield Earth,137341984.92308173
World War Z,468446869.15023947
Nine,27129737.157581646
Timeline,71586850.89981504
Arthur and the Invisibles,75739630.92762583
Pompeii,214991072.9797599
A Beautiful Mind,560291838.3897725
Cloudy with a Chance of Meatballs 2,97170267.79910327
Children of Men,85145363.4364273
50 First Dates,337743388.17944866
Hairspray,183899972.1280435
Be Cool,70348745.60777982
Tears of the Sun,61838027.365035124
Bandits,71192550.91871235
Immortals,60965657.85446082
Titan A.E.,73415848.94846293
Flight of the Phoenix,64211831.67504823
Snake Eyes,37363123.43487818
The Angry Birds Movie,157409166.92290622
Braveheart,624329246.9139076
Jarhead,70170307.44932102
Doctor Dolittle,303461881.97612983
Cars,985014629.7844127
Runaway Bride,133049365.80438568
xXx,483339382.2026086
S.W.A.T.,185602215.6426186
Lady in the Water,71561019.52321371
AVP: Alien vs. Predator,164813296.4946976
The Siege,53169071.811009675
The Dilemma,46899741.12279403
I Spy,82805422.75614569
Underworld: Awakening,65879223.01998618
Ballistic: Ecks vs. Sever,9349981.723032126
Sky Captain and the World of Tomorrow,59892074.91697976
The Legend of Hercules,80045965.81222497
The Sum of All Fears,101888928.53771868
The Twilight Saga: Eclipse,396839125.11152685
Ted 2,170319313.8979239
Abraham Lincoln: Vampire Hunter,69902298.76540741
The X Files,83739384.69539662
The Last Legion,17070562.600954693
The Santa Clause 2,82330418.34939721
The Mask of Zorro,509260713.68947136
Cliffhanger,133165601.58151059
Red Dawn,109318040.72962776
Zathura: A Space Adventure,180012717.655491
Elektra,102854981.42813912
Wyatt Earp,107957061.05559385
U-571,77350054.65191646
The American President,61461956.69687961
The Love Guru,46137353.097546235
Hop,30884985.993092265
Meet the Fockers,301721896.4570799
The Prince of Egypt,249534991.40002295
The Italian Job,265678286.22935316
Couples Retreat,119045259.09850521
Eat Pray Love,116332469.11283828
The Family Man,127187971.36345224
RED,354376965.7525615
Ladder 49,35008714.73328163
This Is It,29620980.01390956
Kangaroo Jack,51717150.36460043
ParaNorman,116630847.6519152
Paycheck,104697339.87801877
Wild Wild West,278690018.0401653
London Has Fallen,59854009.21760001
Shooter,92399890.57412906
The Mummy: Tomb of the Dragon Emperor,243309218.90379024
Duplicity,33775567.80495214
My Favorite Martian,24054029.635263745
The Relic,9876472.76978454
Analyze That,42078394.00817141
Righteous Kill,23738999.583743654
The Black Dahlia,26647287.854958914
Edge of Tomorrow,299049499.1458669
Mortdecai,71037643.05885331
Just Like Heaven,79214113.46287356
Leatherheads,20365224.475966796
Red Tails,27185799.600388877
The Devil's Advocate,178051821.69267163
The Pacifier,230715132.86383626
Meet the Parents,397858726.5535152
Crimson Tide,63291426.48824075
Flightplan,117841068.47835639
City of Angels,107606885.0982062
Kill Bill: Vol. 1,310199865.8416443
Tango & Cash,98112574.40986514
Iron Man 2,792226358.5752456
Mr. Popper's Penguins,139854247.6187361
The Ghost and the Darkness,30214554.132707693
The Phantom of the Opera,64518135.806053296
Elizabeth: The Golden Age,19025344.81017823
Maleficent,547978775.4961426
Lolita,227001748.60477322
All the King's Men,15593954.050703447
Black Mass,53659616.04229401
Grindhouse,41412630.088234834
Beloved,4764185.309537041
Lucky You,14836750.350819612
Valentine's Day,179879663.0697574
The Change-Up,53758950.35811383
"Me, Myself & Irene",135573023.75512516
Captain America: The Winter Soldier,429079745.69036096
Anchorman 2: The Legend Continues,164092035.86279485
Super 8,210372928.77883685
Erin Brockovich,69971048.12614046
How to Lose a Guy in 10 Days,176092455.69866124
22 Jump Street,152018447.92465
Yes Man,297190328.9523243
Central Intelligence,149957240.4842832
Congo,73435194.01299652
"Crazy, Stupid, Love.",282106146.3501501
Moneyball,159063611.5399834
Race to Witch Mountain,82030127.26329288
Curious George,14836727.375726774
Unfaithful,28250705.528105766
Syriana,45211927.629890345
The Negotiator,69653640.69034074
Gremlins 2: The New Batch,212688519.7208346
Resident Evil: Apocalypse,65659442.29856851
The Host,205857626.9167262
The Host,76994312.53051695
